"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: isPageAligned","Param: pages"
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-loads","avgt",1,3,10095.407843,1044.065838,"#/op",false,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-store-misses","avgt",1,3,10043.035797,379.208898,"#/op",false,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-stores","avgt",1,3,10065.061881,276.484665,"#/op",false,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-icache-load-misses","avgt",1,3,0.806663,13.304212,"#/op",false,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-icache-loads","avgt",1,3,16591.362456,1194.400574,"#/op",false,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branch-misses","avgt",1,3,2.877184,19.666071,"#/op",false,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branches","avgt",1,3,1272.344145,166.666745,"#/op",false,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:cycles","avgt",1,3,43585.580280,2770.149986,"#/op",false,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-load-misses","avgt",1,3,0.504734,8.464688,"#/op",false,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-loads","avgt",1,3,10088.829299,447.930410,"#/op",false,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-store-misses","avgt",1,3,0.031631,0.299364,"#/op",false,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-stores","avgt",1,3,10061.731829,481.678107,"#/op",false,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:iTLB-load-misses","avgt",1,3,0.112642,1.590274,"#/op",false,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:instructions","avgt",1,3,41547.054451,1733.294199,"#/op",false,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:stalled-cycles-backend","avgt",1,3,14183.654940,1351.449139,"#/op",false,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:stalled-cycles-frontend","avgt",1,3,623.660872,443.218569,"#/op",false,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite","avgt",1,30,21.698675,0.012161,"us/op",false,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:CPI","avgt",1,3,1.047639,0.017476,"#/op",false,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-load-misses","avgt",1,3,290.348249,25.329593,"#/op",false,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-loads","avgt",1,3,10066.079052,812.928249,"#/op",false,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-store-misses","avgt",1,3,10026.820936,1213.864321,"#/op",false,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-stores","avgt",1,3,10046.402622,1016.784160,"#/op",false,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-icache-load-misses","avgt",1,3,0.812855,13.708391,"#/op",false,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-icache-loads","avgt",1,3,16574.658979,1347.345937,"#/op",false,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branch-misses","avgt",1,3,3.009106,18.887300,"#/op",false,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branches","avgt",1,3,1267.909699,115.466585,"#/op",false,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:cycles","avgt",1,3,43408.430172,2322.186136,"#/op",false,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-load-misses","avgt",1,3,0.501739,6.836685,"#/op",false,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-loads","avgt",1,3,10065.123063,195.673545,"#/op",false,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-store-misses","avgt",1,3,0.032950,0.381343,"#/op",false,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-stores","avgt",1,3,10040.165236,101.842335,"#/op",false,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:iTLB-load-misses","avgt",1,3,0.079829,1.068275,"#/op",false,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:instructions","avgt",1,3,41434.492912,1616.702695,"#/op",false,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:stalled-cycles-backend","avgt",1,3,14098.664552,913.606204,"#/op",false,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:stalled-cycles-frontend","avgt",1,3,606.578744,288.212577,"#/op",false,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite","avgt",1,30,21.698491,0.012461,"us/op",false,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:CPI","avgt",1,3,1.046643,0.011008,"#/op",false,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-load-misses","avgt",1,3,289.371093,19.633634,"#/op",false,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-loads","avgt",1,3,10024.164392,680.876476,"#/op",false,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-store-misses","avgt",1,3,10025.541339,925.857821,"#/op",false,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-stores","avgt",1,3,10026.646884,463.688747,"#/op",false,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-icache-load-misses","avgt",1,3,0.736626,7.566311,"#/op",false,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-icache-loads","avgt",1,3,16653.818828,1470.079932,"#/op",false,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branch-misses","avgt",1,3,3.341926,14.119128,"#/op",false,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branches","avgt",1,3,1264.787394,37.720587,"#/op",false,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:cycles","avgt",1,3,43344.280204,713.784036,"#/op",false,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-load-misses","avgt",1,3,0.493366,5.004744,"#/op",false,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-loads","avgt",1,3,10068.688221,812.164456,"#/op",false,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-store-misses","avgt",1,3,0.022264,0.123990,"#/op",false,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-stores","avgt",1,3,10040.027407,722.635523,"#/op",false,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:iTLB-load-misses","avgt",1,3,0.019954,0.178322,"#/op",false,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:instructions","avgt",1,3,41412.704773,1070.986079,"#/op",false,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:stalled-cycles-backend","avgt",1,3,14071.717186,293.558162,"#/op",false,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:stalled-cycles-frontend","avgt",1,3,594.655419,6.382431,"#/op",false,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite","avgt",1,30,21.541505,0.011884,"us/op",true,4
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:CPI","avgt",1,3,1.040098,0.030920,"#/op",true,4
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-load-misses","avgt",1,3,288.869820,31.197495,"#/op",true,4
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-loads","avgt",1,3,10028.277218,694.403792,"#/op",true,4
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-store-misses","avgt",1,3,10022.549614,1052.005560,"#/op",true,4
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-stores","avgt",1,3,10021.288766,998.348682,"#/op",true,4
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-icache-load-misses","avgt",1,3,0.879888,8.092854,"#/op",true,4
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-icache-loads","avgt",1,3,16300.020693,1602.020253,"#/op",true,4
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branch-misses","avgt",1,3,2.769809,18.422058,"#/op",true,4
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branches","avgt",1,3,1262.962447,124.930539,"#/op",true,4
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:cycles","avgt",1,3,42988.729513,3018.053330,"#/op",true,4
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-load-misses","avgt",1,3,0.584625,5.093151,"#/op",true,4
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-loads","avgt",1,3,10068.183588,461.387359,"#/op",true,4
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-store-misses","avgt",1,3,0.027421,0.316817,"#/op",true,4
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-stores","avgt",1,3,10027.718768,453.045942,"#/op",true,4
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:iTLB-load-misses","avgt",1,3,0.032543,0.537523,"#/op",true,4
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:instructions","avgt",1,3,41331.457403,2853.052068,"#/op",true,4
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:stalled-cycles-backend","avgt",1,3,14344.637180,760.014548,"#/op",true,4
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:stalled-cycles-frontend","avgt",1,3,598.994266,151.947979,"#/op",true,4
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite","avgt",1,30,21.548671,0.011293,"us/op",true,8
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:CPI","avgt",1,3,1.041103,0.050693,"#/op",true,8
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-load-misses","avgt",1,3,289.229523,30.455084,"#/op",true,8
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-loads","avgt",1,3,10074.441407,997.731786,"#/op",true,8
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-store-misses","avgt",1,3,10013.796123,1149.265330,"#/op",true,8
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-stores","avgt",1,3,10041.784633,1361.582388,"#/op",true,8
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-icache-load-misses","avgt",1,3,0.310867,4.253501,"#/op",true,8
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-icache-loads","avgt",1,3,16201.099804,1827.108077,"#/op",true,8
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branch-misses","avgt",1,3,4.073451,13.139387,"#/op",true,8
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branches","avgt",1,3,1270.883937,17.792547,"#/op",true,8
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:cycles","avgt",1,3,43159.223053,3346.585174,"#/op",true,8
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-load-misses","avgt",1,3,0.256745,0.180456,"#/op",true,8
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-loads","avgt",1,3,10028.918112,816.046841,"#/op",true,8
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-store-misses","avgt",1,3,0.043676,0.104738,"#/op",true,8
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-stores","avgt",1,3,10017.098885,747.076289,"#/op",true,8
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:iTLB-load-misses","avgt",1,3,0.077007,0.606255,"#/op",true,8
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:instructions","avgt",1,3,41455.191228,1409.165338,"#/op",true,8
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:stalled-cycles-backend","avgt",1,3,14422.117760,1539.201957,"#/op",true,8
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:stalled-cycles-frontend","avgt",1,3,616.426510,105.627318,"#/op",true,8
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite","avgt",1,30,61.437440,0.054822,"us/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:CPI","avgt",1,3,3.025700,0.217644,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-load-misses","avgt",1,3,292.748430,16.509596,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-loads","avgt",1,3,10034.496765,333.887427,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-store-misses","avgt",1,3,10009.207294,540.535458,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-stores","avgt",1,3,10002.369741,1075.155128,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-icache-load-misses","avgt",1,3,1.927788,6.927321,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-icache-loads","avgt",1,3,45488.644669,1635.291406,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branch-misses","avgt",1,3,8.477724,8.852614,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branches","avgt",1,3,1275.858647,68.253972,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:cycles","avgt",1,3,122339.598393,12937.577155,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-load-misses","avgt",1,3,17.163542,8.282042,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-loads","avgt",1,3,10067.200292,673.635292,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-store-misses","avgt",1,3,2978.869177,191.442973,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-stores","avgt",1,3,10016.033449,639.958020,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:iTLB-load-misses","avgt",1,3,0.069527,0.433995,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:instructions","avgt",1,3,40433.367917,2223.334107,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:stalled-cycles-backend","avgt",1,3,68838.666868,9643.364491,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:stalled-cycles-frontend","avgt",1,3,6612.966774,255.875365,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite","avgt",1,30,106.977036,0.015272,"us/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:CPI","avgt",1,3,5.304801,0.245109,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-load-misses","avgt",1,3,298.709450,33.956060,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-loads","avgt",1,3,10117.052446,898.009281,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-store-misses","avgt",1,3,10021.389618,793.962917,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-stores","avgt",1,3,10055.662118,646.772289,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-icache-load-misses","avgt",1,3,4.939095,11.777932,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-icache-loads","avgt",1,3,118321.119060,6026.393500,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branch-misses","avgt",1,3,8.675153,67.244226,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branches","avgt",1,3,1287.876518,239.105131,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:cycles","avgt",1,3,213790.281075,23431.888948,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-load-misses","avgt",1,3,18.274527,11.579827,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-loads","avgt",1,3,10175.656360,679.622395,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-store-misses","avgt",1,3,10018.150781,866.803021,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-stores","avgt",1,3,10086.511319,780.681038,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:iTLB-load-misses","avgt",1,3,0.283119,5.333301,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:instructions","avgt",1,3,40301.177183,3420.207877,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:stalled-cycles-backend","avgt",1,3,98375.780235,11806.337808,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:stalled-cycles-frontend","avgt",1,3,20722.643538,1100.420953,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite","avgt",1,30,358.633200,0.472895,"us/op",true,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:CPI","avgt",1,3,17.627568,2.359969,"#/op",true,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-load-misses","avgt",1,3,401.551379,307.226716,"#/op",true,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-loads","avgt",1,3,10902.289979,6852.387968,"#/op",true,512
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-store-misses","avgt",1,3,10092.507974,804.507889,"#/op",true,512
