"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: isPageAligned","Param: pages"
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-load-misses","avgt",1,2,1269.138967,NaN,"#/op",false,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-loads","avgt",1,2,170338.738255,NaN,"#/op",false,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-store-misses","avgt",1,2,1273.041733,NaN,"#/op",false,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-stores","avgt",1,2,170803.477571,NaN,"#/op",false,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-icache-load-misses","avgt",1,2,37.304530,NaN,"#/op",false,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branch-misses","avgt",1,2,48.085476,NaN,"#/op",false,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branches","avgt",1,2,9941.132838,NaN,"#/op",false,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:cycles","avgt",1,2,714854.919736,NaN,"#/op",false,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-load-misses","avgt",1,2,70.026474,NaN,"#/op",false,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-store-misses","avgt",1,2,63.507177,NaN,"#/op",false,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:iTLB-load-misses","avgt",1,2,4.138589,NaN,"#/op",false,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:instructions","avgt",1,2,49591.886707,NaN,"#/op",false,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:stalled-cycles-frontend","avgt",1,2,16.307279,NaN,"#/op",false,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite","avgt",1,20,699.909395,11.966104,"us/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:CPI","avgt",1,2,39.877058,NaN,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-load-misses","avgt",1,2,11292.840929,NaN,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-loads","avgt",1,2,100922.350869,NaN,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-store-misses","avgt",1,2,11282.306073,NaN,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-stores","avgt",1,2,101301.916256,NaN,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-icache-load-misses","avgt",1,2,135.740422,NaN,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branch-misses","avgt",1,2,125.552986,NaN,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branches","avgt",1,2,10091.431050,NaN,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:cycles","avgt",1,2,2004411.783423,NaN,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-load-misses","avgt",1,2,29849.037808,NaN,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-store-misses","avgt",1,2,29753.853005,NaN,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:iTLB-load-misses","avgt",1,2,3.626870,NaN,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:instructions","avgt",1,2,50263.867053,NaN,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:stalled-cycles-frontend","avgt",1,2,69.811057,NaN,"#/op",true,32
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite","avgt",1,20,767.750235,6.914726,"us/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:CPI","avgt",1,2,44.039836,NaN,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-load-misses","avgt",1,2,11273.420722,NaN,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-loads","avgt",1,2,103302.551719,NaN,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-store-misses","avgt",1,2,11248.911785,NaN,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-stores","avgt",1,2,103600.799341,NaN,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-icache-load-misses","avgt",1,2,125.996306,NaN,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branch-misses","avgt",1,2,101.199323,NaN,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branches","avgt",1,2,10078.235948,NaN,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:cycles","avgt",1,2,2201895.489640,NaN,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-load-misses","avgt",1,2,29640.127770,NaN,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-store-misses","avgt",1,2,29567.125017,NaN,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:iTLB-load-misses","avgt",1,2,8.342229,NaN,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:instructions","avgt",1,2,50003.777706,NaN,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:stalled-cycles-frontend","avgt",1,2,68.281114,NaN,"#/op",true,128
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite","avgt",1,20,633.024534,1.962827,"us/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:CPI","avgt",1,2,31.785602,NaN,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-load-misses","avgt",1,2,11418.511435,NaN,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-loads","avgt",1,2,120927.646278,NaN,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-store-misses","avgt",1,2,11414.210198,NaN,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-stores","avgt",1,2,120381.590782,NaN,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-icache-load-misses","avgt",1,2,94.908254,NaN,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branch-misses","avgt",1,2,82.665588,NaN,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branches","avgt",1,2,10118.292029,NaN,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:cycles","avgt",1,2,1599346.329340,NaN,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-load-misses","avgt",1,2,29195.897549,NaN,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-store-misses","avgt",1,2,29576.058842,NaN,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:iTLB-load-misses","avgt",1,2,32.172430,NaN,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:instructions","avgt",1,2,50347.728820,NaN,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:stalled-cycles-frontend","avgt",1,2,111.790341,NaN,"#/op",true,1024
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite","avgt",1,20,611.213642,4.353274,"us/op",true,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:CPI","avgt",1,2,36.625930,NaN,"#/op",true,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-load-misses","avgt",1,2,12335.104440,NaN,"#/op",true,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-loads","avgt",1,2,121445.828743,NaN,"#/op",true,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-store-misses","avgt",1,2,12308.632358,NaN,"#/op",true,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-dcache-stores","avgt",1,2,121395.584529,NaN,"#/op",true,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:L1-icache-load-misses","avgt",1,2,71.249016,NaN,"#/op",true,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branch-misses","avgt",1,2,155.860757,NaN,"#/op",true,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:branches","avgt",1,2,10085.310878,NaN,"#/op",true,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:cycles","avgt",1,2,1820605.506777,NaN,"#/op",true,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-load-misses","avgt",1,2,29445.306168,NaN,"#/op",true,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:dTLB-store-misses","avgt",1,2,29433.000535,NaN,"#/op",true,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:iTLB-load-misses","avgt",1,2,21.332302,NaN,"#/op",true,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:instructions","avgt",1,2,49747.501390,NaN,"#/op",true,4096
"net.isaiahp.benchmarks.CacheConflictBenchmark.pageReadWrite:stalled-cycles-frontend","avgt",1,2,70.421297,NaN,"#/op",true,4096
